numero_de_cliente	foto_mes	active_quarter	cliente_vip	internet	cliente_edad	cliente_antiguedad	mrentabilidad	mrentabilidad_annual	mcomisiones	mactivos_margen	mpasivos_margen	cproductos	tpaquete1	tpaquete2	tpaquete7	tpaquete9	tcuentas	ccuenta_corriente	mcuenta_corriente_adicional	mcuenta_corriente	ccaja_ahorro	mcaja_ahorro	mcaja_ahorro_adicional	mcaja_ahorro_dolares	mdescubierto_preacordado	mcuentas_saldo	ctarjeta_debito	ctarjeta_debito_trx	mautoservicio	ctarjeta_visa	ctarjeta_visa_trx	mtarjeta_visa_consumo	ctarjeta_master	ctarjeta_master_trx	mtarjeta_master_consumo	cprestamos_personales	mprestamos_personales	cprestamos_prendarios	mprestamos_prendarios	cprestamos_hipotecarios	mprestamos_hipotecarios	cplazo_fijo	mplazo_fijo_dolares	mplazo_fijo_pesos	cinversion1	minversion1_pesos	minversion1_dolares	cinversion2	minversion2	cseguro_vida	cseguro_auto	cseguro_vivienda	cseguro_accidentes_personales	ccaja_seguridad	cpayroll_trx	mpayroll	mpayroll2	cpayroll2_trx	ccuenta_debitos_automaticos	mcuenta_debitos_automaticos	ctarjeta_visa_debitos_automaticos	mtarjeta_visa_debitos_automaticos	ctarjeta_master_debitos_automaticos	mttarjeta_master_debitos_automaticos	cpagodeservicios	mpagodeservicios	cpagomiscuentas	mpagomiscuentas	ccajeros_propios_descuentos	mcajeros_propios_descuentos	ctarjeta_visa_descuentos	mtarjeta_visa_descuentos	ctarjeta_master_descuentos	mtarjeta_master_descuentos	ccomisiones_mantenimiento	mcomisiones_mantenimiento	ccomisiones_otras	mcomisiones_otras	cforex	cforex_buy	mforex_buy	cforex_sell	mforex_sell	ctransferencias_recibidas	mtransferencias_recibidas	ctransferencias_emitidas	mtransferencias_emitidas	cextraccion_autoservicio	mextraccion_autoservicio	ccheques_depositados	mcheques_depositados	ccheques_emitidos	mcheques_emitidos	ccheques_depositados_rechazados	mcheques_depositados_rechazados	ccheques_emitidos_rechazados	mcheques_emitidos_rechazados	tcallcenter	ccallcenter_trx	thomebanking	chomebanking_trx	ccajas_trx	ccajas_consultas	ccajas_depositos	ccajas_extracciones	ccajas_otras	catm_trx	matm	catm_trx_other	matm_other	ctrx_quarter	tmobile_app	cmobile_app_trx	Master_delinquency	Master_status	Master_mfinanciacion_limite	Master_Fvencimiento	Master_Finiciomora	Master_msaldototal	Master_msaldopesos	Master_msaldodolares	Master_mconsumospesos	Master_mconsumosdolares	Master_mlimitecompra	Master_madelantopesos	Master_madelantodolares	Master_fultimo_cierre	Master_mpagado	Master_mpagospesos	Master_mpagosdolares	Master_fechaalta	Master_mconsumototal	Master_cconsumos	Master_cadelantosefectivo	Master_mpagominimo	Visa_delinquency	Visa_status	Visa_mfinanciacion_limite	Visa_Fvencimiento	Visa_Finiciomora	Visa_msaldototal	Visa_msaldopesos	Visa_msaldodolares	Visa_mconsumospesos	Visa_mconsumosdolares	Visa_mlimitecompra	Visa_madelantopesos	Visa_madelantodolares	Visa_fultimo_cierre	Visa_mpagado	Visa_mpagospesos	Visa_mpagosdolares	Visa_fechaalta	Visa_mconsumototal	Visa_cconsumos	Visa_cadelantosefectivo	Visa_mpagominimo	clase_ternaria	cluster2
4761013	202004	1	0	0	56	292	700.13	19041.44	657.06	36.82	0	6	1	0	0	0	1	1	0	-11554.9	2	0	0	28.93	0	-11525.9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1875599.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	1231.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126360	-943	53	0	0	0	351	0	140400	0	0	4	0	-795.6	0	1532.5	351	1	0	0	0	0	126360	-1460	51	167.23	209.07	0	984.14	0	168480	0	0	4	0	-3032.985	0	1820	984.14	2	0	0	BAJA+2	2
4765078	202003	1	0	1	60	38	4.01	2109.47	0	0.13	3.3	7	1	0	0	0	1	1	0	0	2	134.16	0	9031.18	1.17	9200.41	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	2	0	0	176904	-698	53	-46.99	-46.99	0	351	0	196560	0	0	6	0	-795.6	0	1154	351	1	0	0	0	0	202176	-2159	51	4.18	4.89	0	0	0	224640	0	0	6	0	0	0	1154	0	0	0	0	BAJA+2	4
4770469	202011	1	0	0	67	176	332.43	7984.68	201.68	0.05	111.7	7	1	0	0	0	1	1	0	-124.03	3	0	0.19	419.46	1.17	351.39	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	12968.04	0	0	0	0	0	0	0	0	4	201.68	0	0	0	0	0	2	13267.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0	0	0	0	0	0	0	0	0	17	0	0	0	0	126360	-943	53	0	0	0	351	0	140400	0	0	4	0	-795.6	0	1532.5	351	1	0	0	0	0	126360	-1460	51	167.23	209.07	0	984.14	0	168480	0	0	4	0	-3032.985	0	1820	984.14	2	0	0	BAJA+2	2
4773922	202009	1	0	1	44	50	127.12	3095.89	111.16	0	13.64	6	1	0	0	0	1	1	0	0	2	1010.24	0	216311.12	1.17	3464.26	4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	111.16	1	0	0	1	234	3	25564.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	1	4	0	1	0	0	0	0	0	14	0	0	0	0	63180	-1430	53	0	0	0	351	0	70200	0	0	0	0	-795.6	0	399	351	1	0	0	0	0	63180	-1795	51	0	0	0	984.14	0	70200	0	0	0	0	-3032.985	0	1501	984.14	2	0	0	BAJA+2	4
4777531	202006	0	0	0	55	366	0	0	0	0	0	8	1	0	0	0	1	1	0	0	2	60848.35	0	77.48	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	2139.64	1	421.2	0	0	0	0	0	0	0	0	0	0	0	0	1	1923.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	252720	-1125	53	7534.34	7534.34	0	0	0	280800	0	0	6	0	-4521.13	0	3995	0	0	0	830.7	0	9	505440	-1125	51	23065.99	13057.02	13930.18	14171.02	183.57	561600	0	0	-1	0	-159009.22	1694.12	3995	14171.02	18	0	5850	BAJA+2	2
4778304	202006	0	0	0	61	294	0	0	0	0	0	11	1	0	0	0	1	1	0	0	2	80387.76	0	61677.53	1.17	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	210600	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	5	9321	3	2873	0	0	0	0	1	5345.09	0	0	0	0	0	0	0	0	0	0	1	0	0	1	234	0	0	2	10934.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	252720	-1064	53	3126.53	3126.53	0	0	0	280800	0	0	-1	0	-1895.83	0	4062	0	0	0	304.2	0	0	353808	-821	51	19036.21	23055.47	-783.1	15506.86	0	393120	0	0	6	0	-16052.09	49.72	4311	15506.86	12	0	93.6	BAJA+2	2
4783780	202001	1	0	1	49	130	12236.86	40903.11	355.97	9931.2	223.41	5	1	0	0	0	1	1	0	-64310.75	2	30.59	0	152.47	0	-475663.06	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	21824.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	355.97	0	0	0	0	0	4	33401.16	0	0	0	0	0	0	0	0	0	0	0	0	1	22	1	24	1	3	1	0	1	0	0	0	0	52	1	20	0	6	0	-1184	53	0	0	0	351	0	1108224	0	0	9	0	-795.6	0	3943	351	1	0	0	0	6	0	-1184	51	402787.04	471260.83	0	21824.68	0	1551513.6	0	0	9	0	-118009.04	0	3943	21824.68	5	0	471252.6	BAJA+2	2
4785423	202008	1	0	1	72	315	872.24	21681.96	1203.75	-1548.15	1264.81	7	1	0	0	0	1	1	0	0	2	36694.66	0	17364.76	1.17	69029.06	2	0	0	1	37	65254.91	1	0	0	1	16441.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	22368.86	0	0	0	0	0	0	0	0	0	0	0	0	1	680.72	8	1203.75	1	0	0	1	234	2	60325.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	1	0	0	1	0	0	0	0	0	89	1	15	0	0	202176	-455	53	0	0	0	351	0	224640	0	0	12	0	-795.6	0	6894	351	1	0	0	0	0	176904	-606	51	55907.29	65411.52	0	31436.43	4.41	196560	0	0	12	65411.52	-61393.91	0	7818	31436.43	15	0	4375.8	BAJA+2	1
4790836	202008	1	0	0	49	285	4396.71	19234.17	1521.19	1827.74	629.97	12	1	0	0	0	1	1	0	0	2	25770.42	0	0	1.17	23561.63	1	0	0	0	0	0	0	0	0	1	56937.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	167.19	2	2089.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	1521.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	126360	-943	53	0	0	0	351	0	140400	0	0	4	0	-795.6	0	1532.5	351	1	0	0	0	9	31590	-1702	51	-11736.81	-13732.06	0	2089.51	0	35100	0	0	12	0	3041.69	0	5257	2089.51	2	0	0	BAJA+2	2
4821262	202004	1	0	0	57	311	521.71	32586.86	22.04	254.43	172.64	9	1	0	0	0	1	1	0	-7298.79	2	0	0	5.47	1.17	9777.01	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	22.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	126360	-943	53	0	0	0	351	0	140400	0	0	4	0	-795.6	0	1532.5	351	1	0	0	0	0	126360	-1460	51	167.23	209.07	0	984.14	0	168480	0	0	4	0	-3032.985	0	1820	984.14	2	0	0	BAJA+2	2
4821460	202011	1	0	0	86	318	1111.93	11521.46	145.66	-171.1	996.97	6	1	0	0	0	1	1	0	0	2	53513.54	0	456.55	1.17	77078.07	3	0	0	1	5	12270.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	4759.33	5	12270.52	0	0	0	0	2	1744.04	0	0	0	0	0	0	0	0	4	145.66	0	0	0	0	0	2	58391.02	1	3510	0	0	0	0	0	0	0	0	0	0	0	0	1	57	0	0	0	0	0	0	0	0	0	35	0	0	0	0	126360	-943	53	0	0	0	351	0	140400	0	0	4	0	-795.6	0	1532.5	351	1	0	0	0	0	252720	-760	51	10487.63	12270.52	0	12270.52	0	280800	0	0	26	12270.52	-10908.86	0	8769	12270.52	5	0	479.7	BAJA+2	1
4821627	202010	1	0	0	62	11	631.34	3166.07	610.95	0	17.43	6	1	0	0	0	1	1	0	0	2	1092.59	0	0	1.17	339.66	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	680.72	2	610.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	3	0	0	0	0	126360	-1521	53	0	0	0	351	0	140400	0	0	3	0	-795.6	0	396	351	1	0	0	0	0	151632	-1886	51	0	0	0	984.14	0	168480	0	0	3	0	-3032.985	0	396	984.14	2	0	0	BAJA+2	4
4843404	202007	0	0	0	72	312	54.99	13366.64	6.98	41.03	0	6	1	0	0	0	1	1	0	-1365.56	2	0	0	120.14	1.17	-1281.91	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	31.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	126360	-943	53	0	0	0	351	0	140400	0	0	4	0	-795.6	0	1532.5	351	1	0	0	0	0	126360	-1460	51	167.23	209.07	0	984.14	0	168480	0	0	4	0	-3032.985	0	1820	984.14	2	0	0	BAJA+2	6
4844095	202010	1	0	0	85	317	669.52	9691.12	99.14	273.91	213.59	7	1	0	0	0	1	1	0	0	2	9259.11	0	43.06	1.17	3324.39	3	0	0	1	4	8897.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	114.55	0	0	0	0	0	0	0	0	0	1	31.39	3	7633.93	0	0	0	0	7	23706.02	0	0	0	0	0	0	0	0	4	99.14	0	0	0	0	0	0	0	0	0	1	5850	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	5850	0	0	25	0	0	0	0	126360	-943	53	0	0	0	351	0	140400	0	0	4	0	-795.6	0	1532.5	351	1	0	0	0	0	202176	-910	51	8762.79	10252.46	0	7633.93	0	224640	0	0	24	10252.46	-11320.87	0	8600	7633.93	3	0	1778.4	BAJA+2	1
4866008	202010	1	0	0	54	168	723.37	15818.18	82.32	-2.56	550.47	7	1	0	0	0	1	1	0	1761.23	2	46158.65	0	18329.73	1.17	129823.83	1	0	0	1	1	1123.2	1	1	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1069.92	1	1123.2	1	351	0	0	0	0	0	0	0	0	0	0	0	0	6	82.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	24	0	0	0	0	252720	-759	53	354.51	354.51	0	351	0	280800	0	0	10	0	-354.51	0	2904	351	1	0	11.7	0	0	252720	-1124	51	969.6	1134.43	0	1123.2	0	280800	0	0	10	0	-1134.43	0	2904	1123.2	1	0	46.8	BAJA+2	3
4870538	202011	1	0	0	42	144	2058.65	12985.63	1983.33	63.51	0.86	8	1	0	0	0	1	1	0	-2655.25	2	52.17	0	0	1.17	-3727.58	1	0	0	1	1	584.01	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1221.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1361.45	8	1983.33	0	0	0	0	0	2	6259.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	51	0	0	0	0	0	0	0	0	0	39	1	0	0	0	75816	-638	53	0	0	0	351	0	84240	0	0	26	0	-795.6	0	3380	351	1	0	0	0	0	75816	-1094	51	505.15	591.02	0	0	0	84240	0	0	26	591.02	-620.62	0	4037	0	0	0	58.5	BAJA+2	3
4874386	202011	1	0	0	47	272	-2797.69	11312.27	-2443.81	-303.64	1.18	4	1	0	0	0	1	1	0	-3851.32	2	40.78	0	0	1.17	1223.66	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-2722.91	2	-2443.81	0	0	0	0	0	1	3135.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	126360	-943	53	0	0	0	351	0	140400	0	0	4	0	-795.6	0	1532.5	351	1	0	0	0	0	126360	-1460	51	167.23	209.07	0	984.14	0	168480	0	0	4	0	-3032.985	0	1820	984.14	2	0	0	BAJA+2	7
4877355	202005	1	0	1	71	253	21964.17	181379.48	1405.17	-665.15	18236.95	7	1	0	0	0	1	1	0	0	2	1124490.79	0	0	1.17	1766763.23	1	1	441.52	1	25	37684.28	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	4478.77	0	0	0	0	1	1701.06	0	0	0	0	0	0	1	1361.45	10	1405.17	0	0	0	0	0	0	0	0	0	6	15210	0	0	0	0	0	0	0	0	0	0	1	12	0	0	0	0	0	6	15210	0	0	79	0	0	0	0	88452	-60	53	0	0	0	351	0	98280	0	0	25	0	-795.6	0	5446	351	1	0	0	0	0	126360	-1155	51	37352.43	25747.75	17954.58	26730.93	248.51	140400	0	0	4	0	-66508.11	500.19	5446	26730.93	13	0	9102.6	BAJA+2	3
4877428	202007	1	0	0	50	278	7179.29	83263.29	491.02	4954.72	761.75	9	1	0	0	0	1	1	0	-16849.8	2	0	0	0	1.17	-5167.18	3	0	0	1	19	42655.49	1	4	11074.43	2	228754.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4651.92	0	0	4	15852.11	5	15088.98	1	1022.58	0	0	1	1532.7	0	0	0	0	1	0	0	0	6	491.02	0	0	0	0	0	4	43290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	128	0	0	0	0	353808	-1825	53	41570.5	41570.5	0	1700.25	0	393120	0	0	24	3498.3	-2246.4	0	7340	1700.25	2	0	3498.3	0	0	505440	-1947	51	101903.69	119227.31	0	37034.53	2.34	561600	0	0	24	19714.5	-20406.12	0	5755	37034.53	12	0	19714.5	BAJA+2	1
4879947	202011	0	0	0	45	117	14.41	154.22	0	2.66	9.66	5	1	0	0	0	1	1	0	-112.98	2	0	0	1.9	1.17	514.27	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	707616	-485	53	0	0	0	351	0	786240	0	0	5	0	-795.6	0	3548	351	1	0	0	0	0	252720	-850	51	0	0	0	984.14	0	280800	0	0	5	0	-3032.985	0	3548	984.14	2	0	0	BAJA+2	4
4891568	202009	1	0	1	66	282	2224.6	38487.99	1387.9	-77.9	793.03	7	1	0	0	0	1	1	0	0	2	51671.75	0	253.11	1.17	8920.66	1	1	2691	1	1	4093.83	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	31.39	1	4093.83	0	0	0	0	4	936	0	0	0	0	0	0	1	1361.45	12	1387.9	0	0	0	0	0	0	0	2	198948.9	0	0	0	0	0	0	0	0	0	0	0	0	1	57	0	0	0	0	0	0	0	0	0	24	0	0	0	0	88452	-760	53	0	0	0	351	0	98280	0	0	0	0	-795.6	0	3646	351	1	0	0	0	0	63180	-941	51	3540.99	4142.95	0	4093.83	0	70200	0	0	0	0	-3552.12	0	5272	4093.83	1	0	210.6	BAJA+2	3
4908931	202001	1	0	0	43	276	-846.37	31457.69	1284.39	-1821.86	0.69	6	1	0	0	0	1	1	0	-3502.72	2	0	0	0	1.17	-5114.66	1	0	0	1	17	20398.27	0	0	0	2	65636.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1361.45	4	1284.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	126360	-943	53	0	0	0	351	0	140400	0	0	4	0	-795.6	0	1532.5	351	1	0	0	0	0	126360	-2068	51	37386.63	43742.35	0	0	0	140400	0	0	2	0	0	0	863	0	0	0	5978.7	BAJA+2	2
4911080	202004	1	0	0	58	84	466.36	7043.03	331.87	66.67	48.28	8	1	0	0	0	1	1	0	-151.65	2	2822.37	0	0	1.17	-1385.18	3	0	0	1	2	1149.47	1	0	0	1	13770.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1149.47	0	0	0	0	2	6735.38	0	0	0	0	0	0	0	0	6	331.87	0	0	0	0	0	0	0	2	2808	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	36	0	0	0	0	63180	-1491	53	0	0	0	351	0	70200	0	0	1	0	-795.6	0	2551	351	1	0	0	0	0	63180	-1856	51	729.25	853.22	0	1149.47	0	70200	0	0	1	0	-542.84	0	2551	1149.47	2	0	0	BAJA+2	3
4912934	202004	1	0	0	61	45	32661.05	100736.12	0	27839.85	75.58	5	1	0	0	0	1	1	0	-1196760.54	2	0	0	0	0	-1460164.85	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	6	505440	-1398	53	0	0	0	0	0	561600	0	0	1	0	0	0	441	0	0	0	0	0	6	505440	-1764	51	0	0	0	0	0	561600	0	0	1	0	0	0	441	0	0	0	0	BAJA+2	2
4920053	202001	1	0	1	78	308	2543.04	34099	2349.31	-450.72	616.3	7	1	0	0	0	1	1	0	-500.24	2	1092.39	0	40157.93	1.17	45870.39	2	0	0	1	12	16973.19	1	5	6710.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	279.51	10	10617.7	3	5183.01	0	0	0	0	0	0	0	0	0	0	1	1361.45	12	2349.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	89	1	49	0	0	151632	-880	53	6412.45	6342.99	69.46	6710.31	1.15	168480	0	0	16	6493.5	-4676.5	1.15	6821	6710.31	5	0	0	0	0	151632	-1488	51	8154.36	9540.6	0	16487.69	0	168480	0	0	2	0	0	0	8750	16487.69	11	0	0	BAJA+2	3
4937071	202005	1	0	0	44	282	-10237.72	79495.04	25.62	-8807.82	35.73	8	1	0	0	0	1	1	0	-699652.88	2	0	0	0	0	-695232.62	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	25.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	126360	-943	53	0	0	0	351	0	140400	0	0	4	0	-795.6	0	1532.5	351	1	0	0	0	0	126360	-1460	51	167.23	209.07	0	984.14	0	168480	0	0	4	0	-3032.985	0	1820	984.14	2	0	0	BAJA+2	7
4964136	202004	0	0	1	48	250	7319.13	25405.87	0	6255.67	0	4	1	0	0	0	1	1	0	-1907.24	2	0	0	0	0	-1907.24	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	126360	-943	53	0	0	0	351	0	140400	0	0	4	0	-795.6	0	1532.5	351	1	0	0	0	0	126360	-1460	51	167.23	209.07	0	984.14	0	168480	0	0	4	0	-3032.985	0	1820	984.14	2	0	0	BAJA+2	2
4971804	202004	1	0	1	63	54	-30191.33	94192.03	0	-25205.51	-599.05	6	1	0	0	0	1	1	0	-1619844.73	2	0	0	0	0	-1619839.58	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	64350	1	25740	3	64350	0	0	0	0	0	0	0	0	0	0	0	0	0	89	1	13	0	0	126360	-943	53	0	0	0	351	0	140400	0	0	4	0	-795.6	0	1532.5	351	1	0	0	0	0	126360	-1460	51	167.23	209.07	0	984.14	0	168480	0	0	4	0	-3032.985	0	1820	984.14	2	0	0	BAJA+2	7
4973146	202006	0	0	0	75	44	0	0	0	0	0	6	1	0	0	0	1	1	0	-4727.49	2	0	0	0	1.17	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126360	-943	53	0	0	0	351	0	140400	0	0	4	0	-795.6	0	1532.5	351	1	0	0	1	0	126360	-1978	56	14925.1	17462.36	0	0	0	140400	0	0	6	0	0	0	1363	0	0	0	10038.6	BAJA+2	2
4997923	202005	0	0	0	46	185	36.49	1706.33	0	-0.01	31.2	6	1	0	0	0	2	1	0	0	2	0	0	0	1.17	3857.64	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	252720	-637	53	0	0	0	351	0	280800	0	0	4	0	-795.6	0	5579	351	1	0	0	0	0	176904	-2098	51	-0.28	-0.32	0	984.14	0	196560	0	0	4	0	-3032.985	0	5579	984.14	2	0	0	BAJA+2	4
4998954	202001	0	0	0	55	308	3485.52	21016.99	1154.56	1916.68	75.59	6	1	0	0	0	1	1	0	-7558.2	2	0	0	0	1.17	-9023.61	1	0	0	1	2	5464.3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5464.3	0	0	0	0	0	0	0	0	0	0	0	0	1	1199	4	1154.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	31590	-1154	53	1322.54	1322.54	0	0	0	35100	0	0	9	0	-585	0	3620	0	0	0	187.2	1	0	31590	-1550	61	50933.16	59591.79	0	5464.3	0	35100	0	0	9	0	-5850	0	7974	5464.3	2	0	27998.1	BAJA+2	1
